order_number,line_item,order_date,customerkey,storekey,productkey,quantity,currency_code,gender,customers_city,customers_state,customers_country,customers_continent,age,product_name,brand,color,_unit_cost_usd_,_unit_price_usd_,subcategorykey,subcategory,categorykey,category,store_country,store_state,square_meters,open_date,exchange,total_price
1014001,5,2017-10-10,71218,4,24,9,AUD,Male,Montrose,Queensland,Australia,Australia,76,Contoso 16GB Mp5 Player M1600 Blue,Contoso,Blue,91.93,199.9,101,MP4&MP3,1,Audio,Australia,Tasmania,2000,2010-01-01,1.2846,1799.1
1014001,7,2017-10-10,71218,4,2346,6,AUD,Male,Montrose,Queensland,Australia,Australia,76,Litware Wall Lamp E2015 Blue,Litware,Blue,61.17,119.99,806,Lamps,8,Home Appliances,Australia,Tasmania,2000,2010-01-01,1.2846,719.94
1014002,1,2017-10-10,1559820,0,451,8,USD,Female,Chesterton,Indiana,United States,North America,41,WWI Desktop PC2.30 M2300 Silver,Wide World Importers,Silver,257.06,559,303,Desktops,3,Computers,Online,Online,0,2010-01-01,1,4472
1014003,1,2017-10-10,1414241,54,1637,6,USD,Female,Scottsbluff,Nebraska,United States,North America,75,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Red,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Nebraska,2000,2013-06-07,1,107.94
1014003,2,2017-10-10,1414241,54,427,1,USD,Female,Scottsbluff,Nebraska,United States,North America,75,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,215.68,469,303,Desktops,3,Computers,United States,Nebraska,2000,2013-06-07,1,469
1014003,3,2017-10-10,1414241,54,1493,2,USD,Female,Scottsbluff,Nebraska,United States,North America,75,The Phone Company Smart phones 8 GB of Memory M400 White,The Phone Company,White,123.7,269,504,Smart phones & PDAs,5,Cell phones,United States,Nebraska,2000,2013-06-07,1,538
1014003,4,2017-10-10,1414241,54,55,3,USD,Female,Scottsbluff,Nebraska,United States,North America,75,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Pink,98.07,296,104,Recording Pen,1,Audio,United States,Nebraska,2000,2013-06-07,1,888
1014003,5,2017-10-10,1414241,54,183,3,USD,Female,Scottsbluff,Nebraska,United States,North America,75,SV 16xDVD M330 Silver,Southridge Video,Silver,50.13,109,202,VCD & DVD,2,TV and Video,United States,Nebraska,2000,2013-06-07,1,327
1014003,6,2017-10-10,1414241,54,2086,1,USD,Female,Scottsbluff,Nebraska,United States,North America,75,Contoso Water Heater 4.3GPM M1250 White,Contoso,White,403.53,877.5,804,Water Heaters,8,Home Appliances,United States,Nebraska,2000,2013-06-07,1,877.5
1014003,7,2017-10-10,1414241,54,1648,2,USD,Female,Scottsbluff,Nebraska,United States,North America,75,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Black,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Nebraska,2000,2013-06-07,1,219.98
1014004,1,2017-10-10,1895594,51,140,1,USD,Male,Camden,New Jersey,United States,North America,69,"Adventure Works 32"" LCD HDTV M130 Brown",Adventure Works,Brown,229.93,499.99,201,Televisions,2,TV and Video,United States,Maine,1295,2010-01-01,1,499.99
1014004,2,2017-10-10,1895594,51,616,1,USD,Male,Camden,New Jersey,United States,North America,69,WWI Projector 480p DLP12 Black,Wide World Importers,Black,254.4,499,305,Projectors & Screens,3,Computers,United States,Maine,1295,2010-01-01,1,499
1014004,3,2017-10-10,1895594,51,1707,1,USD,Male,Camden,New Jersey,United States,North America,69,MGS Dal of Honor Airborne M150,Tailspin Toys,Silver,32.25,70.13,702,Download Games,7,Games and Toys,United States,Maine,1295,2010-01-01,1,70.13
1014004,4,2017-10-10,1895594,51,1970,1,USD,Male,Camden,New Jersey,United States,North America,69,Litware Refrigerator 19CuFt M760 Grey,Litware,Grey,413.42,899,802,Refrigerators,8,Home Appliances,United States,Maine,1295,2010-01-01,1,899
1014005,1,2017-10-10,347144,10,113,3,CAD,Male,Calgary,Alberta,Canada,North America,68,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,White,82.83,249.99,106,Bluetooth Headphones,1,Audio,Canada,Nunavut,1210,2015-04-04,1.2499,749.97
1014005,2,2017-10-10,347144,10,1632,1,CAD,Male,Calgary,Alberta,Canada,North America,68,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Nunavut,1210,2015-04-04,1.2499,17.99
1014006,1,2017-10-10,1268744,0,1444,7,USD,Female,Los Angeles,California,United States,North America,49,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",The Phone Company,Gold,105.77,230,503,Touch Screen Phones,5,Cell phones,Online,Online,0,2010-01-01,1,1610
1014006,2,2017-10-10,1268744,0,1612,3,USD,Female,Los Angeles,California,United States,North America,49,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,539.97
1014006,3,2017-10-10,1268744,0,419,2,USD,Female,Los Angeles,California,United States,North America,49,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,188.13,369,303,Desktops,3,Computers,Online,Online,0,2010-01-01,1,738
1014006,4,2017-10-10,1268744,0,1537,2,USD,Female,Los Angeles,California,United States,North America,49,The Phone Company PDA GPS Phone 4.7 inch L950 Black,The Phone Company,Black,121.93,368,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,1,736
1014006,5,2017-10-10,1268744,0,2245,7,USD,Female,Los Angeles,California,United States,North America,49,WWI Desk Lamp E120 White,Wide World Importers,White,15.29,29.99,806,Lamps,8,Home Appliances,Online,Online,0,2010-01-01,1,209.93
1014006,6,2017-10-10,1268744,0,1680,1,USD,Female,Los Angeles,California,United States,North America,49,MGS Hand Games for students E400 Silver,Tailspin Toys,Silver,3.56,6.99,701,Boxed Games,7,Games and Toys,Online,Online,0,2010-01-01,1,6.99
1014008,1,2017-10-10,1837395,43,1576,1,USD,Male,Philadelphia,Pennsylvania,United States,North America,87,SV DVD Movies E100 Yellow,Southridge Video,Yellow,6.62,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Alaska,1190,2015-01-01,1,12.99
1014008,2,2017-10-10,1837395,43,615,4,USD,Male,Philadelphia,Pennsylvania,United States,North America,87,WWI Projector 480p LCD12 Black,Wide World Importers,Black,116.75,229,305,Projectors & Screens,3,Computers,United States,Alaska,1190,2015-01-01,1,916
1014008,3,2017-10-10,1837395,43,94,2,USD,Male,Philadelphia,Pennsylvania,United States,North America,87,WWI Stereo Bluetooth Headphones E1000 Black,Wide World Importers,Black,34.36,67.4,106,Bluetooth Headphones,1,Audio,United States,Alaska,1190,2015-01-01,1,134.8
1014008,4,2017-10-10,1837395,43,4,1,USD,Male,Philadelphia,Pennsylvania,United States,North America,87,Contoso 2G MP3 Player E200 Silver,Contoso,Silver,11,21.57,101,MP4&MP3,1,Audio,United States,Alaska,1190,2015-01-01,1,21.57
1014009,1,2017-10-10,1920128,0,2106,6,USD,Male,Providence,Rhode Island,United States,North America,80,Contoso Water Heater 4.3GPM M1250 Grey,Contoso,Grey,403.53,877.5,804,Water Heaters,8,Home Appliances,Online,Online,0,2010-01-01,1,5265
1014009,2,2017-10-10,1920128,0,89,2,USD,Male,Providence,Rhode Island,United States,North America,80,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Blue,49.69,149.99,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,1,299.98
1014009,3,2017-10-10,1920128,0,1231,2,USD,Male,Providence,Rhode Island,United States,North America,80,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,Fabrikam,Black,496.98,1500,405,Camcorders,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,3000
1014009,4,2017-10-10,1920128,0,1104,3,USD,Male,Providence,Rhode Island,United States,North America,80,Contoso SLR Camera X146 Orange,Contoso,Orange,141.47,427,402,Digital SLR Cameras,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,1281
1014010,1,2017-10-10,99711,6,677,4,AUD,Male,THE SHADES,New South Wales,Australia,Australia,82,Proseware Fax Machine E100 Grey,Proseware,Grey,40.28,79,306,"Printers, Scanners & Fax",3,Computers,Australia,Western Australia,2000,2010-01-01,1.2846,316
1014010,2,2017-10-10,99711,6,1813,2,AUD,Male,THE SHADES,New South Wales,Australia,Australia,82,MGS Racing Madness 2009 E169,Tailspin Toys,Blue,16.31,32,702,Download Games,7,Games and Toys,Australia,Western Australia,2000,2010-01-01,1.2846,64
1014010,3,2017-10-10,99711,6,460,3,AUD,Male,THE SHADES,New South Wales,Australia,Australia,82,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,299.9,303,Desktops,3,Computers,Australia,Western Australia,2000,2010-01-01,1.2846,899.7
1014010,4,2017-10-10,99711,6,968,3,AUD,Male,THE SHADES,New South Wales,Australia,Australia,82,A. Datum Bridge Digital Camera M300 Grey,A. Datum,Grey,85.95,186.9,401,Digital Cameras,4,Cameras and camcorders,Australia,Western Australia,2000,2010-01-01,1.2846,560.7
1015000,1,2017-10-11,1942560,57,169,3,USD,Female,Norcross,Georgia,United States,North America,62,SV 16xDVD M320 Black,Southridge Video,Black,54.72,119,202,VCD & DVD,2,TV and Video,United States,New Mexico,1645,2010-06-03,1,357
1015000,2,2017-10-11,1942560,57,540,1,USD,Female,Norcross,Georgia,United States,North America,62,Proseware Projector 1080p DLP86 Black,Proseware,Black,827.97,2499,305,Projectors & Screens,3,Computers,United States,New Mexico,1645,2010-06-03,1,2499
1015000,3,2017-10-11,1942560,57,2114,6,USD,Female,Norcross,Georgia,United States,North America,62,Contoso Water Heater 1.5GPM E0800 Red,Contoso,Red,131.28,257.5,804,Water Heaters,8,Home Appliances,United States,New Mexico,1645,2010-06-03,1,1545
1015000,4,2017-10-11,1942560,57,703,1,USD,Female,Norcross,Georgia,United States,North America,62,Proseware Laser Jet Color Printer X300 White,Proseware,White,69.25,209,306,"Printers, Scanners & Fax",3,Computers,United States,New Mexico,1645,2010-06-03,1,209
1015001,1,2017-10-11,26477,4,145,2,AUD,Male,MORISSET,New South Wales,Australia,Australia,64,"Adventure Works 52"" LCD HDTV X590 Silver",Adventure Works,Silver,960.82,2899.99,201,Televisions,2,TV and Video,Australia,Tasmania,2000,2010-01-01,1.2837,5799.98
1015001,2,2017-10-11,26477,4,1402,6,AUD,Male,MORISSET,New South Wales,Australia,Australia,64,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,Contoso,Grey,20.15,43.81,501,Home & Office Phones,5,Cell phones,Australia,Tasmania,2000,2010-01-01,1.2837,262.86
1015001,3,2017-10-11,26477,4,1458,1,AUD,Male,MORISSET,New South Wales,Australia,Australia,64,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Gold,91.97,200,503,Touch Screen Phones,5,Cell phones,Australia,Tasmania,2000,2010-01-01,1.2837,200
1015001,4,2017-10-11,26477,4,1610,3,AUD,Male,MORISSET,New South Wales,Australia,Australia,64,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",Australia,Tasmania,2000,2010-01-01,1.2837,869.97
1015001,5,2017-10-11,26477,4,81,2,AUD,Male,MORISSET,New South Wales,Australia,Australia,64,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Black,18.65,40.55,106,Bluetooth Headphones,1,Audio,Australia,Tasmania,2000,2010-01-01,1.2837,81.1
1015001,6,2017-10-11,26477,4,1613,3,AUD,Male,MORISSET,New South Wales,Australia,Australia,64,SV DVD 7-Inch Player Portable E200 White,Southridge Video,White,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",Australia,Tasmania,2000,2010-01-01,1.2837,329.97
1015002,1,2017-10-11,1456404,53,143,1,USD,Male,Vining,Minnesota,United States,North America,46,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,152.94,299.99,201,Televisions,2,TV and Video,United States,Montana,1260,2012-06-06,1,299.99
1015002,2,2017-10-11,1456404,53,57,5,USD,Male,Vining,Minnesota,United States,North America,46,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156,104,Recording Pen,1,Audio,United States,Montana,1260,2012-06-06,1,780
1015002,3,2017-10-11,1456404,53,1586,6,USD,Male,Vining,Minnesota,United States,North America,46,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Montana,1260,2012-06-06,1,75.96
1015002,4,2017-10-11,1456404,53,1617,6,USD,Male,Vining,Minnesota,United States,North America,46,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Montana,1260,2012-06-06,1,347.94
1015004,1,2017-10-11,1744437,50,1798,2,USD,Male,Owatonna,Minnesota,United States,North America,57,MGS Impossible Creatures2009 E154,Tailspin Toys,Black,21.92,43,702,Download Games,7,Games and Toys,United States,Kansas,2000,2008-03-06,1,86
1015005,1,2017-10-11,761908,30,1894,3,EUR,Female,Borsea,Rovigo,Italy,Europe,43,Contoso Washer & Dryer 24in M240 Pink,Contoso,Pink,836.03,1818,801,Washers & Dryers,8,Home Appliances,Italy,Pesaro,2100,2008-01-12,0.8453,5454
1015005,2,2017-10-11,761908,30,1608,10,EUR,Female,Borsea,Rovigo,Italy,Europe,43,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",Italy,Pesaro,2100,2008-01-12,0.8453,1099.9
1015007,1,2017-10-11,1312168,56,1544,4,USD,Male,Champaign,Illinois,United States,North America,60,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,The Phone Company,Silver,109.45,238,504,Smart phones & PDAs,5,Cell phones,United States,New Hampshire,1260,2015-01-01,1,952
1015007,2,2017-10-11,1312168,56,48,1,USD,Male,Champaign,Illinois,United States,North America,60,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Silver,76.45,149.95,104,Recording Pen,1,Audio,United States,New Hampshire,1260,2015-01-01,1,149.95
1015007,3,2017-10-11,1312168,56,2070,2,USD,Male,Champaign,Illinois,United States,North America,60,Contoso Microwave 1.0CuFt E0110 Grey,Contoso,Grey,71.37,139.99,803,Microwaves,8,Home Appliances,United States,New Hampshire,1260,2015-01-01,1,279.98
1015007,4,2017-10-11,1312168,56,69,5,USD,Male,Champaign,Illinois,United States,North America,60,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Pink,13.1,25.69,106,Bluetooth Headphones,1,Audio,United States,New Hampshire,1260,2015-01-01,1,128.45
1015009,1,2017-10-11,774483,30,1442,2,EUR,Female,Epinel,Aosta,Italy,Europe,67,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",The Phone Company,Gold,175.27,529,503,Touch Screen Phones,5,Cell phones,Italy,Pesaro,2100,2008-01-12,0.8453,1058
1015009,2,2017-10-11,774483,30,2112,3,EUR,Female,Epinel,Aosta,Italy,Europe,67,Contoso Water Heater 4.0GPM M1250 Red,Contoso,Red,363.75,791,804,Water Heaters,8,Home Appliances,Italy,Pesaro,2100,2008-01-12,0.8453,2373
1015009,3,2017-10-11,774483,30,1339,2,EUR,Female,Epinel,Aosta,Italy,Europe,67,Contoso 2-Line Speakerphone M109 Black,Contoso,Black,16.55,35.99,501,Home & Office Phones,5,Cell phones,Italy,Pesaro,2100,2008-01-12,0.8453,71.98
1015010,1,2017-10-11,1391462,0,1686,2,USD,Female,Moss Point,Mississippi,United States,North America,60,SV Hand Games for students E40 Yellow,Southridge Video,Yellow,3.56,6.99,701,Boxed Games,7,Games and Toys,Online,Online,0,2010-01-01,1,13.98
1015010,2,2017-10-11,1391462,0,420,2,USD,Female,Moss Point,Mississippi,United States,North America,60,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Silver,254.86,499.9,303,Desktops,3,Computers,Online,Online,0,2010-01-01,1,999.8
1015011,1,2017-10-11,211809,9,735,1,CAD,Male,Windsor,Ontario,Canada,North America,78,Proseware High Speed Laser M2000 Green,Proseware,Green,69.25,209,306,"Printers, Scanners & Fax",3,Computers,Canada,Northwest Territories,1500,2005-03-04,1.2509,209
1015011,2,2017-10-11,211809,9,1576,1,CAD,Male,Windsor,Ontario,Canada,North America,78,SV DVD Movies E100 Yellow,Southridge Video,Yellow,6.62,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Northwest Territories,1500,2005-03-04,1.2509,12.99
1015011,3,2017-10-11,211809,9,1586,3,CAD,Male,Windsor,Ontario,Canada,North America,78,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Northwest Territories,1500,2005-03-04,1.2509,37.98
1015012,1,2017-10-11,1044798,0,1561,6,GBP,Female,CLARDON,Highland,United Kingdom,Europe,38,The Phone Company PDA Phone 4.7 inches L360 White,The Phone Company,White,133.19,402,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,0.7583,2412
1015012,2,2017-10-11,1044798,0,422,1,GBP,Female,CLARDON,Highland,United Kingdom,Europe,38,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works,Black,321.05,969,303,Desktops,3,Computers,Online,Online,0,2010-01-01,0.7583,969
1015013,1,2017-10-11,1288830,0,1465,7,USD,Female,Coleridge,Nebraska,United States,North America,23,Contoso Finger Touch Screen Phones M30 Black,Contoso,Black,91.51,199,503,Touch Screen Phones,5,Cell phones,Online,Online,0,2010-01-01,1,1393
1015013,2,2017-10-11,1288830,0,1541,6,USD,Female,Coleridge,Nebraska,United States,North America,23,The Phone Company PDA Phone 3.5 inches M320 Silver,The Phone Company,Silver,137.5,299,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,1,1794
1016000,1,2017-10-12,1160570,41,114,2,GBP,Female,AIKERNESS,Orkney Islands,United Kingdom,Europe,86,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,Wide World Importers,Red,82.83,249.99,106,Bluetooth Headphones,1,Audio,United Kingdom,Fermanagh,2100,2013-06-07,0.7611,499.98
1016000,2,2017-10-12,1160570,41,1628,3,GBP,Female,AIKERNESS,Orkney Islands,United Kingdom,Europe,86,Contoso DVD 58 DVD Storage Binder M55 Black,Contoso,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Fermanagh,2100,2013-06-07,0.7611,41.67
1016000,3,2017-10-12,1160570,41,68,3,GBP,Female,AIKERNESS,Orkney Islands,United Kingdom,Europe,86,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,13.1,25.69,106,Bluetooth Headphones,1,Audio,United Kingdom,Fermanagh,2100,2013-06-07,0.7611,77.07
1016001,1,2017-10-12,1556602,61,728,2,USD,Female,Florence,South Carolina,United States,North America,83,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Proseware,White,90.13,196,306,"Printers, Scanners & Fax",3,Computers,United States,South Carolina,2000,2012-12-15,1,392
1016001,2,2017-10-12,1556602,61,1656,4,USD,Female,Florence,South Carolina,United States,North America,83,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,South Carolina,2000,2012-12-15,1,639.96
1016002,1,2017-10-12,1270898,48,1444,3,USD,Female,Dallas,Texas,United States,North America,64,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",The Phone Company,Gold,105.77,230,503,Touch Screen Phones,5,Cell phones,United States,Idaho,1540,2012-12-15,1,690
1016004,1,2017-10-12,642546,17,1866,1,EUR,Female,Paris,Île-de-France,France,Europe,58,NT Washer & Dryer 15.5in E1550 Green,Northwind Traders,Green,509.78,999.9,801,Washers & Dryers,8,Home Appliances,France,Martinique,350,2007-07-08,0.8435,999.9
1016004,2,2017-10-12,642546,17,2180,2,EUR,Female,Paris,Île-de-France,France,Europe,58,Fabrikam Coffee Maker 5C E090 White,Fabrikam,White,75.96,149,805,Coffee Machines,8,Home Appliances,France,Martinique,350,2007-07-08,0.8435,298
1016004,3,2017-10-12,642546,17,1654,2,EUR,Female,Paris,Île-de-France,France,Europe,58,Contoso DVD 14-Inch Player Portable L100 Silver,Contoso,Silver,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",France,Martinique,350,2007-07-08,0.8435,519.98
1016004,4,2017-10-12,642546,17,1006,1,EUR,Female,Paris,Île-de-France,France,Europe,58,A. Datum Super-zoom Digital Camera X300 Orange,A. Datum,Orange,96.08,290,401,Digital Cameras,4,Cameras and camcorders,France,Martinique,350,2007-07-08,0.8435,290
1016005,1,2017-10-12,1256256,61,1146,1,USD,Female,Wisconsin Dells,Wisconsin,United States,North America,38,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue",Fabrikam,Blue,291.09,633,405,Camcorders,4,Cameras and camcorders,United States,South Carolina,2000,2012-12-15,1,633
